종목코드,회사명,시장구분,연도,fs_div,revenue,operating_income,net_income,total_assets,total_liabilities,total_equity,cfo,cfi,cff
128540,에코캡,KOSDAQ,2022,CFS,121663336913.0,-1924041613.0,-3223590387.0,153774476953.0,65199364543.0,88575112410.0,,,
128540,에코캡,KOSDAQ,2023,CFS,135901878758.0,3950847298.0,2078833952.0,158636175927.0,68690955714.0,89945220213.0,,,
128540,에코캡,KOSDAQ,2024,CFS,138529396394.0,19597268599.0,20304775566.0,191155913448.0,82308062830.0,108847850618.0,,,
128540,에코캡,KOSDAQ,2025,CFS,151845506167.0,-3158109336.0,-2461825276.0,166545853600.0,58364524996.0,108181328604.0,,,
049830,승일,KOSDAQ,2021,CFS,147274736531.0,3858105628.0,3879078148.0,180893064969.0,35908923909.0,144984141060.0,,,
049830,승일,KOSDAQ,2022,CFS,158939395096.0,1286649592.0,1312374310.0,176833352312.0,31309987191.0,145523365121.0,,,
049830,승일,KOSDAQ,2023,CFS,141948416534.0,597884268.0,417448069.0,173171829200.0,27703493220.0,145468335980.0,,,
049830,승일,KOSDAQ,2024,CFS,144432917013.0,2285444380.0,3660604619.0,176377600866.0,27764563377.0,148613037489.0,,,
049830,승일,KOSDAQ,2025,CFS,141548185822.0,2276369777.0,2515267980.0,185985205743.0,35589533394.0,150395672349.0,,,
475460,미트박스,KOSDAQ,2024,CFS,,3119147742.0,1122866208.0,50228091440.0,33046815536.0,17181275904.0,,,
475460,미트박스,KOSDAQ,2025,CFS,,2906042515.0,1736391210.0,98636486055.0,60970579069.0,37665906986.0,,,
434480,모니터랩,KOSDAQ,2023,CFS,14186630550.0,7200025.0,-1368578967.0,41954740055.0,6580014594.0,35374725461.0,,,
434480,모니터랩,KOSDAQ,2024,CFS,14909186498.0,-643806101.0,2080063052.0,44663735492.0,7137920860.0,37525814632.0,,,
434480,모니터랩,KOSDAQ,2025,CFS,19168619599.0,943352791.0,668916167.0,50818069936.0,12339301852.0,38478768084.0,,,
258790,소프트캠프,KOSDAQ,2021,CFS,20563915693.0,1132977626.0,-174113400.0,33370291768.0,17290186900.0,16080104868.0,,,
258790,소프트캠프,KOSDAQ,2022,CFS,19017389288.0,1341910575.0,649253886.0,32643674384.0,15824216634.0,16819457750.0,,,
258790,소프트캠프,KOSDAQ,2023,CFS,18485371904.0,-2568547973.0,-5960747715.0,24298507636.0,12794327083.0,11504180553.0,,,
258790,소프트캠프,KOSDAQ,2024,CFS,16887234056.0,-1831061034.0,33017149.0,39320246754.0,27669420871.0,11650825883.0,,,
258790,소프트캠프,KOSDAQ,2025,CFS,25721722546.0,2981626076.0,3690266539.0,42147382277.0,26724803456.0,15422578821.0,,,
026040,제이에스티나,KOSDAQ,2021,CFS,67332598457.0,1355507077.0,17615824499.0,64949455347.0,16179957925.0,48769497422.0,,,
026040,제이에스티나,KOSDAQ,2022,CFS,77880466417.0,2580912695.0,1307771554.0,59186700308.0,12641518166.0,46545182142.0,,,
026040,제이에스티나,KOSDAQ,2023,CFS,75362474833.0,-582699119.0,792213904.0,54581404067.0,11354771469.0,43226632598.0,,,
026040,제이에스티나,KOSDAQ,2024,CFS,74433968530.0,-2602941211.0,-1495491944.0,50660994202.0,10324689099.0,40336305103.0,,,
026040,제이에스티나,KOSDAQ,2025,CFS,72242575120.0,706459594.0,1826602025.0,55314581660.0,9899636266.0,45414945394.0,,,
046390,삼화네트웍스,KOSDAQ,2021,CFS,32924849512.0,6750170051.0,6408964000.0,80786121395.0,36685614367.0,44100507028.0,,,
046390,삼화네트웍스,KOSDAQ,2022,CFS,82311425331.0,10766774371.0,13848283220.0,83269191267.0,25393695700.0,57875495567.0,,,
046390,삼화네트웍스,KOSDAQ,2023,CFS,62368852039.0,-1822762592.0,-1241295451.0,83504079945.0,27208931846.0,56295148099.0,,,
046390,삼화네트웍스,KOSDAQ,2024,CFS,46719353180.0,671031251.0,1864664671.0,68092560200.0,9640994792.0,58451565408.0,,,
046390,삼화네트웍스,KOSDAQ,2025,CFS,37266321862.0,-1547996543.0,-872142430.0,68136791825.0,9192035048.0,58944756777.0,,,
019770,서연탑메탈,KOSDAQ,2021,CFS,153501081951.0,7484023603.0,3801680465.0,124346687389.0,48964141272.0,75382546117.0,,,
019770,서연탑메탈,KOSDAQ,2022,CFS,164178182253.0,2807000983.0,2557421566.0,132448676013.0,55438115468.0,77010560545.0,,,
019770,서연탑메탈,KOSDAQ,2023,CFS,173052825577.0,6949154558.0,8094037350.0,141596056672.0,56970747412.0,84625309260.0,,,
019770,서연탑메탈,KOSDAQ,2024,CFS,182361573211.0,9257114848.0,9308387287.0,149784795708.0,57578319381.0,92206476327.0,,,
019770,서연탑메탈,KOSDAQ,2025,CFS,207061838044.0,11911500625.0,9298678233.0,182743215836.0,81995311276.0,100747904560.0,,,
079000,와토스코리아,KOSDAQ,2021,CFS,20027004133.0,404889549.0,1421423465.0,78529178634.0,4535304225.0,73993874409.0,,,
079000,와토스코리아,KOSDAQ,2022,CFS,19511073058.0,136819436.0,5312081247.0,82815764333.0,4912856917.0,77902907416.0,,,
079000,와토스코리아,KOSDAQ,2023,CFS,17677716367.0,-90314143.0,2666638908.0,83417387521.0,4135990882.0,79281396639.0,,,
079000,와토스코리아,KOSDAQ,2024,CFS,17497542121.0,-247222243.0,2065735366.0,83738564811.0,4869134894.0,78869429917.0,,,
079000,와토스코리아,KOSDAQ,2025,CFS,14125847378.0,-4315807274.0,-2741730099.0,76011775880.0,4900625224.0,71111150656.0,,,
0010F0,보원케미칼,KOSDAQ,2025,CFS,52193588709.0,5119400582.0,217502672.0,70155535846.0,46195960900.0,23959574946.0,,,
109820,진매트릭스,KOSDAQ,2021,CFS,12106152777.0,-1225046037.0,-987676789.0,39532094008.0,7211197184.0,32320896824.0,,,
109820,진매트릭스,KOSDAQ,2022,CFS,11214478726.0,-1522926015.0,-8111332377.0,31902311804.0,7716614588.0,24185697216.0,,,
109820,진매트릭스,KOSDAQ,2023,CFS,9814502688.0,-2548038790.0,-894937562.0,31353937319.0,8205695292.0,23148242027.0,,,
109820,진매트릭스,KOSDAQ,2024,CFS,10018845652.0,-1641652319.0,-3748057576.0,28458301302.0,9230964851.0,19227336451.0,,,
109820,진매트릭스,KOSDAQ,2025,CFS,10643335004.0,-679131166.0,-1834404223.0,27271330776.0,9800184248.0,17471146528.0,,,
199480,뱅크웨어글로벌,KOSDAQ,2024,CFS,50200792001.0,-14933898549.0,-14229718280.0,51929551835.0,33015965120.0,18913586715.0,,,
199480,뱅크웨어글로벌,KOSDAQ,2025,CFS,63448191187.0,-4381350455.0,-2763085639.0,47281984982.0,29340184765.0,17941800217.0,,,
306040,에스제이그룹,KOSDAQ,2021,CFS,149730739502.0,29111359438.0,23155284104.0,160520954344.0,55878853076.0,104642101268.0,,,
306040,에스제이그룹,KOSDAQ,2022,CFS,197862796824.0,35813067965.0,29064443959.0,196519315864.0,68616718705.0,127902597159.0,,,
306040,에스제이그룹,KOSDAQ,2023,CFS,203710082691.0,15427643757.0,13120609692.0,204779124685.0,68342325488.0,136436799197.0,,,
306040,에스제이그룹,KOSDAQ,2024,CFS,181794949391.0,-3238016403.0,-4078226125.0,222157000869.0,91721160609.0,130435840260.0,,,
306040,에스제이그룹,KOSDAQ,2025,CFS,163414115546.0,-15862622237.0,-10701104859.0,215495019815.0,96398996879.0,119096022936.0,,,
091590,남화토건,KOSDAQ,2021,CFS,109139618545.0,8825826352.0,13103492362.0,183894084780.0,29024344417.0,154869740363.0,,,
091590,남화토건,KOSDAQ,2022,CFS,90791512388.0,4468708150.0,20750055300.0,205267286530.0,31325889361.0,173941397169.0,,,
091590,남화토건,KOSDAQ,2023,CFS,71796422978.0,-4374625832.0,-11231268787.0,185302354762.0,25314015104.0,159988339658.0,,,
091590,남화토건,KOSDAQ,2024,CFS,56667089060.0,-2000605756.0,7580868783.0,192703998432.0,24868336421.0,167835662011.0,,,
091590,남화토건,KOSDAQ,2025,CFS,72692437385.0,3750421857.0,11032098286.0,199988986791.0,22648949241.0,177340037550.0,,,
066360,체리부로,KOSDAQ,2021,CFS,363566839915.0,2086717969.0,-27949779253.0,276282541215.0,229220859509.0,47061681706.0,,,
066360,체리부로,KOSDAQ,2022,CFS,402390021653.0,16475578410.0,9145106027.0,276733458623.0,192510995862.0,84222462761.0,,,
066360,체리부로,KOSDAQ,2023,CFS,399000340104.0,21020113354.0,15002486690.0,283753478753.0,173979701549.0,109773777204.0,,,
066360,체리부로,KOSDAQ,2024,CFS,382879314695.0,2865451143.0,-9045542765.0,297234353652.0,191460328817.0,105774024835.0,,,
066360,체리부로,KOSDAQ,2025,CFS,405435680279.0,28482167050.0,28600328366.0,327107434896.0,188303595191.0,138803839705.0,,,
053950,경남제약,KOSDAQ,2021,CFS,64623469015.0,-7725189635.0,-3413095694.0,125306535853.0,52777595457.0,72528940396.0,,,
053950,경남제약,KOSDAQ,2022,CFS,59000422763.0,-3391107888.0,-6779387241.0,144120407979.0,44497957960.0,99622450019.0,,,
053950,경남제약,KOSDAQ,2023,CFS,68445262603.0,-6744931922.0,-22227795040.0,166609183296.0,76776858469.0,89832324827.0,,,
053950,경남제약,KOSDAQ,2024,CFS,60792073200.0,-942820720.0,8642493242.0,166583877165.0,51360765294.0,115223111871.0,,,
053950,경남제약,KOSDAQ,2025,CFS,55944199110.0,-1731949461.0,-9006666812.0,155630389435.0,47330631548.0,108299757887.0,,,
050860,아세아텍,KOSDAQ,2021,CFS,106540796260.0,5932317239.0,4770432652.0,125168624405.0,22537082836.0,102631541569.0,,,
050860,아세아텍,KOSDAQ,2022,CFS,137718679157.0,13864660992.0,11763794858.0,147902766270.0,26120022290.0,121782743980.0,,,
050860,아세아텍,KOSDAQ,2023,CFS,123630723741.0,11873245292.0,9589973230.0,174467263272.0,43917189124.0,130550074148.0,,,
050860,아세아텍,KOSDAQ,2024,CFS,123825860518.0,6386005621.0,4611938817.0,197117710152.0,65562804907.0,131554905245.0,,,
050860,아세아텍,KOSDAQ,2025,CFS,113296319206.0,3987776535.0,2770072482.0,196443090153.0,66796164285.0,129646925868.0,,,
204020,그리티,KOSDAQ,2021,CFS,108704667058.0,-7556310175.0,-7051370102.0,86545475147.0,19956276332.0,66589198815.0,,,
204020,그리티,KOSDAQ,2022,CFS,143116381797.0,2873864446.0,1839013623.0,88501695093.0,20156260972.0,68345434121.0,,,
204020,그리티,KOSDAQ,2023,CFS,176102433452.0,11123087525.0,8401316076.0,93959767090.0,18247141388.0,75712625702.0,,,
204020,그리티,KOSDAQ,2024,CFS,194740127235.0,12310141430.0,9689498818.0,102868220061.0,21676334394.0,81191885667.0,,,
204020,그리티,KOSDAQ,2025,CFS,201717579283.0,7852792954.0,4689154942.0,142254331667.0,58806883528.0,83447448139.0,,,
140520,대창스틸,KOSDAQ,2021,CFS,296203272275.0,9855834276.0,15410342294.0,265163299715.0,157440211557.0,107723088158.0,,,
140520,대창스틸,KOSDAQ,2022,CFS,398516324784.0,5069913564.0,62382358006.0,239910503918.0,73022046073.0,166888457845.0,,,
140520,대창스틸,KOSDAQ,2023,CFS,419753133733.0,5729081726.0,2110280841.0,258462819217.0,106677372273.0,151785446944.0,,,
140520,대창스틸,KOSDAQ,2024,CFS,402449365609.0,2965845039.0,763448315.0,262223701831.0,112754873595.0,149468828236.0,,,
140520,대창스틸,KOSDAQ,2025,CFS,398574191699.0,3355298284.0,2856401397.0,253883692901.0,104590994993.0,149292697908.0,,,
087600,픽셀플러스,KOSDAQ,2021,CFS,50603998186.0,3350669414.0,3746156315.0,92621023230.0,8299187127.0,84321836103.0,,,
087600,픽셀플러스,KOSDAQ,2022,CFS,62862344389.0,2905270079.0,247812458.0,94913678512.0,10225676610.0,84688001902.0,,,
087600,픽셀플러스,KOSDAQ,2023,CFS,50670581353.0,-6280835584.0,-429659133.0,105765842613.0,21756253350.0,84009589263.0,,,
087600,픽셀플러스,KOSDAQ,2024,CFS,53481912534.0,846348242.0,3473100186.0,106294255002.0,18703864916.0,87590390086.0,,,
087600,픽셀플러스,KOSDAQ,2025,CFS,42707711339.0,-5629969304.0,-3298324515.0,106988345927.0,22286170747.0,84702175180.0,,,
046310,백금T&A,KOSDAQ,2021,CFS,156463304257.0,9952773877.0,9811887194.0,103285948178.0,38822440971.0,64463507207.0,,,
046310,백금T&A,KOSDAQ,2022,CFS,147603183932.0,15339889216.0,11263503569.0,119050331684.0,38044954127.0,81005377557.0,,,
046310,백금T&A,KOSDAQ,2023,CFS,170733617690.0,17094548304.0,18683426462.0,139344947875.0,41296296720.0,98048651155.0,,,
046310,백금T&A,KOSDAQ,2024,CFS,152492730341.0,12733328552.0,17666511720.0,132448341513.0,33465794313.0,98982547200.0,,,
046310,백금T&A,KOSDAQ,2025,CFS,148922256530.0,6790460254.0,7068375685.0,126288878155.0,24103092894.0,102185785261.0,,,
351320,넥사다이내믹스,KOSDAQ,2021,CFS,37855500675.0,1751298242.0,-7001511300.0,56325970477.0,27385365689.0,28940604788.0,,,
351320,넥사다이내믹스,KOSDAQ,2022,CFS,32943720401.0,-158617123.0,-182227295.0,50650555797.0,21225788607.0,29424767190.0,,,
351320,넥사다이내믹스,KOSDAQ,2023,CFS,16178824956.0,-8559622625.0,-7432903278.0,42640681286.0,20834362034.0,21806319252.0,,,
351320,넥사다이내믹스,KOSDAQ,2024,CFS,8568180572.0,-8402343029.0,-9354907649.0,53134749708.0,32724741271.0,20410008437.0,,,
351320,넥사다이내믹스,KOSDAQ,2025,CFS,13012868322.0,-9464402135.0,-14237494956.0,58258802617.0,36978469045.0,21280333572.0,,,
290090,트윔,KOSDAQ,2021,CFS,21602999976.0,1267349459.0,2223196739.0,81293682790.0,6313376085.0,74980306705.0,,,
290090,트윔,KOSDAQ,2022,CFS,19561616492.0,-6462409302.0,-5331063918.0,73261307070.0,7274329573.0,65986977497.0,,,
290090,트윔,KOSDAQ,2023,CFS,34492364516.0,2009168277.0,2976029951.0,78941652049.0,12600233214.0,66341418835.0,,,
290090,트윔,KOSDAQ,2024,CFS,29281443941.0,601607786.0,1626157240.0,72317532361.0,6145787244.0,66171745117.0,,,
290090,트윔,KOSDAQ,2025,CFS,21040468279.0,-4083362675.0,-3100819229.0,69281155564.0,6473667041.0,62807488523.0,,,
220180,핸디소프트,KOSDAQ,2021,CFS,17044884247.0,1143152021.0,3579183427.0,73627506991.0,10978518116.0,62648988875.0,,,
220180,핸디소프트,KOSDAQ,2022,CFS,33114803766.0,464722372.0,129171389.0,78256675215.0,12091227614.0,66165447601.0,,,
220180,핸디소프트,KOSDAQ,2023,CFS,26120903057.0,-967385251.0,1706373527.0,75143004731.0,7160691080.0,67982313651.0,,,
220180,핸디소프트,KOSDAQ,2024,CFS,28374934326.0,-1990002220.0,597764468.0,83808041846.0,15227963727.0,68580078119.0,,,
220180,핸디소프트,KOSDAQ,2025,CFS,31443569900.0,-481396412.0,641990801.0,90160038997.0,11873465269.0,78286573728.0,,,
160550,NEW,KOSDAQ,2021,CFS,146057166294.0,-499604543.0,-38177741361.0,347540133924.0,172721497084.0,174818636840.0,,,
160550,NEW,KOSDAQ,2022,CFS,155617110146.0,7215470726.0,-21117979053.0,332918824057.0,170168619803.0,162750204254.0,,,
160550,NEW,KOSDAQ,2023,CFS,129147737184.0,-5582630804.0,-17506374625.0,313440238508.0,168296307049.0,145143931459.0,,,
160550,NEW,KOSDAQ,2024,CFS,113244615452.0,-18957171701.0,-24072120042.0,259877391121.0,138755971710.0,121121419411.0,,,
160550,NEW,KOSDAQ,2025,CFS,142653217026.0,2654398845.0,523557121.0,239554621692.0,116800700894.0,122753920798.0,,,
224110,에이텍모빌리티,KOSDAQ,2021,CFS,131841469632.0,5862456750.0,4871307709.0,105770996544.0,26858201426.0,78912795118.0,,,
224110,에이텍모빌리티,KOSDAQ,2022,CFS,150481816041.0,6525612779.0,6241557940.0,145684174289.0,58900169379.0,86784004910.0,,,
224110,에이텍모빌리티,KOSDAQ,2023,CFS,201031429637.0,15360086674.0,11044491704.0,175851562098.0,77721820820.0,98129741278.0,,,
224110,에이텍모빌리티,KOSDAQ,2024,CFS,104182493058.0,7869909361.0,19676978755.0,147689380996.0,49095762834.0,98593618162.0,,,
224110,에이텍모빌리티,KOSDAQ,2025,CFS,64276763286.0,6170645077.0,684538859.0,95296083263.0,25762777323.0,69533305940.0,,,
195500,마니커에프앤지,KOSDAQ,2021,CFS,84928791193.0,47744857.0,-177984055.0,105446372984.0,40960152401.0,64486220583.0,,,
195500,마니커에프앤지,KOSDAQ,2022,CFS,89362824959.0,-1722244334.0,-262346650.0,103415035300.0,38600986093.0,64814049207.0,,,
195500,마니커에프앤지,KOSDAQ,2023,CFS,101217984830.0,2104728180.0,2071774642.0,106108108126.0,39721957059.0,66386151067.0,,,
195500,마니커에프앤지,KOSDAQ,2024,CFS,107702390835.0,3844717913.0,2994006581.0,122624889990.0,45238445739.0,77386444251.0,,,
195500,마니커에프앤지,KOSDAQ,2025,CFS,106758230980.0,2485633089.0,2168562491.0,122674217656.0,43143191480.0,79531026176.0,,,
101240,씨큐브,KOSDAQ,2021,CFS,40002344966.0,4087094517.0,3514129854.0,83637740525.0,24026206957.0,59611533568.0,,,
101240,씨큐브,KOSDAQ,2022,CFS,46284761435.0,6506493593.0,5383779353.0,86375409530.0,21523371605.0,64852037925.0,,,
101240,씨큐브,KOSDAQ,2023,CFS,51101481903.0,5030755309.0,3425389123.0,92145675609.0,15100622449.0,77045053160.0,,,
101240,씨큐브,KOSDAQ,2024,CFS,60146725509.0,10214678160.0,9264688423.0,115788976905.0,27316067738.0,88472909167.0,,,
101240,씨큐브,KOSDAQ,2025,CFS,56519406165.0,10172022142.0,9450565420.0,141560870539.0,26057704948.0,115503165591.0,,,
123570,이엠넷,KOSDAQ,2021,CFS,35239063687.0,9895420067.0,26329671951.0,134973114026.0,42505514700.0,92467599326.0,,,
123570,이엠넷,KOSDAQ,2022,CFS,44211307834.0,9327837585.0,7333560297.0,128222304576.0,34389280708.0,93833023868.0,,,
123570,이엠넷,KOSDAQ,2023,CFS,35018281188.0,3665773146.0,3916975656.0,126168705144.0,32404935546.0,93763769598.0,,,
123570,이엠넷,KOSDAQ,2024,CFS,36311366788.0,4757884465.0,5912210018.0,138751054712.0,40267553966.0,98483500746.0,,,
123570,이엠넷,KOSDAQ,2025,CFS,32260399959.0,274223860.0,1850271907.0,137272776944.0,38092489462.0,99180287482.0,,,
024120,KB오토시스,KOSDAQ,2021,CFS,130124357015.0,-5122507760.0,-405411162.0,159976832407.0,57854236275.0,102122596132.0,,,
024120,KB오토시스,KOSDAQ,2022,CFS,178041889332.0,2437247196.0,1101359982.0,204416068254.0,103900507749.0,100515560505.0,,,
024120,KB오토시스,KOSDAQ,2023,CFS,203726077936.0,4044593163.0,1062706995.0,224905238746.0,116128617012.0,108776621734.0,,,
024120,KB오토시스,KOSDAQ,2024,CFS,210230561356.0,4634464789.0,2944074933.0,240702309757.0,121719436593.0,118982873164.0,,,
024120,KB오토시스,KOSDAQ,2025,CFS,214995786079.0,8530895852.0,3898066071.0,256608157960.0,137484310903.0,119123847057.0,,,
258610,케일럼,KOSDAQ,2021,CFS,52923301514.0,-6450837549.0,-25089965752.0,94382951481.0,31222739639.0,63160211842.0,,,
258610,케일럼,KOSDAQ,2022,CFS,86003347816.0,-3545647691.0,-21685770057.0,128870240531.0,67370329459.0,61499911072.0,,,
258610,케일럼,KOSDAQ,2023,CFS,84547280407.0,-4408723587.0,-48873520830.0,96147239343.0,64824133583.0,31323105760.0,,,
258610,케일럼,KOSDAQ,2024,CFS,97331264354.0,2774801050.0,2240683324.0,90050932024.0,42494865453.0,47556066571.0,,,
258610,케일럼,KOSDAQ,2025,CFS,81698394490.0,-813473054.0,-2747929354.0,79874351233.0,34350062520.0,45524288713.0,,,
355390,크라우드웍스,KOSDAQ,2023,CFS,23978460238.0,-1785822511.0,-9573266039.0,42860989112.0,28148510245.0,14712478867.0,,,
355390,크라우드웍스,KOSDAQ,2024,CFS,12013503460.0,-11726095494.0,-9165480224.0,32865570003.0,22549903882.0,10315666121.0,,,
355390,크라우드웍스,KOSDAQ,2025,CFS,10484246161.0,-13366222293.0,-21696897013.0,40631651686.0,23818065555.0,16813586131.0,,,
014570,고려제약,KOSDAQ,2021,CFS,74465727431.0,11266187438.0,9042317864.0,88612611241.0,11922708939.0,76689902302.0,,,
014570,고려제약,KOSDAQ,2022,CFS,79984056441.0,14329019414.0,11808841484.0,94516358200.0,9803724937.0,84712633263.0,,,
014570,고려제약,KOSDAQ,2023,CFS,81374983430.0,18025892026.0,-4916772792.0,89709047805.0,12618965065.0,77090082740.0,,,
014570,고려제약,KOSDAQ,2024,CFS,73001424478.0,9138456105.0,2995105179.0,88887302484.0,10781299945.0,78106002539.0,,,
014570,고려제약,KOSDAQ,2025,CFS,62508834676.0,6913176836.0,6512029112.0,94318455095.0,11246687509.0,83071767586.0,,,
032960,동일기연,KOSDAQ,2021,CFS,26109333285.0,75149058.0,7766279615.0,66265155540.0,4946458604.0,61318696936.0,,,
032960,동일기연,KOSDAQ,2022,CFS,26699392928.0,1101722833.0,1046846747.0,66427509101.0,4267791095.0,62159718006.0,,,
032960,동일기연,KOSDAQ,2023,CFS,25234856762.0,422580762.0,2184904681.0,67979697406.0,3778647167.0,64201050239.0,,,
032960,동일기연,KOSDAQ,2024,CFS,24110354370.0,191505571.0,775074054.0,69371193791.0,3817701443.0,65553492348.0,,,
032960,동일기연,KOSDAQ,2025,CFS,21551039836.0,-61855477.0,6539782517.0,68619261553.0,4268053582.0,64351207971.0,,,
006920,모헨즈,KOSDAQ,2021,CFS,72814044111.0,975681046.0,91870683.0,50427381590.0,20437269882.0,29990111708.0,,,
006920,모헨즈,KOSDAQ,2022,CFS,90123541702.0,3561139120.0,2291376201.0,56171310065.0,23319232258.0,32852077807.0,,,
006920,모헨즈,KOSDAQ,2023,CFS,111406314393.0,12140843614.0,9939969459.0,68799934958.0,26596615337.0,42203319621.0,,,
006920,모헨즈,KOSDAQ,2024,CFS,100477953541.0,2730347492.0,2047974314.0,68906078612.0,23729841073.0,45176237539.0,,,
006920,모헨즈,KOSDAQ,2025,CFS,81161016764.0,-2959160872.0,-3504529410.0,59790459998.0,21362443356.0,38428016642.0,,,
043340,에쎈테크,KOSDAQ,2021,CFS,56595680699.0,-547262533.0,-2713402129.0,86722692029.0,62559633567.0,24163058462.0,,,
043340,에쎈테크,KOSDAQ,2022,CFS,62571779539.0,1970446458.0,369522576.0,83308224940.0,59342744702.0,23965480238.0,,,
043340,에쎈테크,KOSDAQ,2023,CFS,47640536056.0,-7219558488.0,-9547067333.0,80151651250.0,51696254345.0,28455396905.0,,,
043340,에쎈테크,KOSDAQ,2024,CFS,54374002353.0,-383134727.0,-2939404175.0,72055899433.0,46539906703.0,25515992730.0,,,
043340,에쎈테크,KOSDAQ,2025,CFS,57909045929.0,1969736357.0,378063506.0,67176154263.0,41274538027.0,25901616236.0,,,
066900,디에이피,KOSDAQ,2021,CFS,307896911866.0,7692729104.0,8155242531.0,224769513040.0,110350877235.0,114418635805.0,,,
066900,디에이피,KOSDAQ,2022,CFS,333660003026.0,8971771392.0,5325675912.0,264412321807.0,153250431019.0,111161890788.0,,,
066900,디에이피,KOSDAQ,2023,CFS,403492017530.0,-13064221797.0,-12543777266.0,328660731412.0,231734838297.0,96925893115.0,,,
066900,디에이피,KOSDAQ,2024,CFS,488847196080.0,-30397142801.0,-43316520208.0,362365917559.0,317074444808.0,45291472751.0,,,
066900,디에이피,KOSDAQ,2025,CFS,543196073695.0,-57819484914.0,-64776389429.0,555426058972.0,576197511000.0,-20771452028.0,,,
336060,웨이버스,KOSDAQ,2022,CFS,40546670553.0,1784422368.0,-8094591912.0,39522782872.0,12667727975.0,26855054897.0,,,
336060,웨이버스,KOSDAQ,2023,CFS,48755717335.0,5059915724.0,7067361871.0,49319517912.0,14066152712.0,35253365200.0,,,
336060,웨이버스,KOSDAQ,2024,CFS,56364920891.0,1677639649.0,3260196717.0,54503009839.0,15216158617.0,39286851222.0,,,
336060,웨이버스,KOSDAQ,2025,CFS,70202813590.0,1991577750.0,2743505908.0,56875652191.0,14031692940.0,42843959251.0,,,
203450,유니온바이오메트릭스,KOSDAQ,2021,CFS,39023421971.0,335721612.0,2348464442.0,55868692820.0,20167537818.0,35701155002.0,,,
203450,유니온바이오메트릭스,KOSDAQ,2022,CFS,46253418625.0,1336893813.0,2155344611.0,56160033244.0,19216070499.0,36943962745.0,,,
203450,유니온바이오메트릭스,KOSDAQ,2023,CFS,51382692333.0,1567912626.0,3068889338.0,60216811047.0,20379725105.0,39837085942.0,,,
203450,유니온바이오메트릭스,KOSDAQ,2024,CFS,56745519416.0,2842274156.0,4948747893.0,70921949384.0,28940730601.0,41981218783.0,,,
203450,유니온바이오메트릭스,KOSDAQ,2025,CFS,51324033067.0,1020779717.0,2010982691.0,62567805997.0,21075197806.0,41492608191.0,,,
290120,DH오토리드,KOSDAQ,2021,CFS,178955196949.0,11386261656.0,8247785626.0,218203926539.0,152572580453.0,65631346086.0,,,
290120,DH오토리드,KOSDAQ,2022,CFS,225952601224.0,22316017859.0,23861774539.0,232931912364.0,144521253816.0,88410658548.0,,,
290120,DH오토리드,KOSDAQ,2023,CFS,235592265722.0,15774631616.0,-7545547060.0,204748192263.0,119832562579.0,84915629684.0,,,
290120,DH오토리드,KOSDAQ,2024,CFS,270395042990.0,16539456188.0,2299311736.0,276498592273.0,179175965611.0,97322626662.0,,,
290120,DH오토리드,KOSDAQ,2025,CFS,355590427771.0,21921482734.0,13578696108.0,313972572649.0,203147784252.0,110824788397.0,,,
148250,알엔투테크놀로지,KOSDAQ,2021,CFS,25214601474.0,1844457275.0,1566493187.0,75734157487.0,30517940992.0,45216216495.0,,,
148250,알엔투테크놀로지,KOSDAQ,2022,CFS,23741515912.0,32683256.0,-119317844.0,61470863231.0,18321714233.0,43149148998.0,,,
148250,알엔투테크놀로지,KOSDAQ,2023,CFS,14686648669.0,-1449819927.0,-3685946907.0,49637688435.0,10761056847.0,38876631588.0,,,
148250,알엔투테크놀로지,KOSDAQ,2024,CFS,14303142292.0,-2688295942.0,-1718611578.0,45814422781.0,10167871589.0,35646551192.0,,,
148250,알엔투테크놀로지,KOSDAQ,2025,CFS,18651545847.0,-3434269185.0,-3864498895.0,63377015827.0,23969019466.0,39407996361.0,,,
318410,비비씨,KOSDAQ,2021,CFS,36791403623.0,3117057602.0,3483778364.0,89822242536.0,18248920619.0,71573321917.0,,,
318410,비비씨,KOSDAQ,2022,CFS,45266822991.0,1907469460.0,1021885578.0,83681004555.0,10843296801.0,72837707754.0,,,
318410,비비씨,KOSDAQ,2023,CFS,53601594101.0,4460279509.0,5364831664.0,87632518516.0,11098532399.0,76533986117.0,,,
318410,비비씨,KOSDAQ,2024,CFS,60662023995.0,5729097034.0,3763975247.0,90308123866.0,13511504341.0,76796619525.0,,,
318410,비비씨,KOSDAQ,2025,CFS,51648442504.0,6192519840.0,5461632264.0,92152436773.0,12138391757.0,80014045016.0,,,
059100,아이컴포넌트,KOSDAQ,2021,CFS,35296018927.0,2001564571.0,2711679063.0,50523520998.0,18760383902.0,31763137096.0,,,
059100,아이컴포넌트,KOSDAQ,2022,CFS,35305746404.0,2934887624.0,3249581738.0,56215657591.0,21264176206.0,34951481385.0,,,
059100,아이컴포넌트,KOSDAQ,2023,CFS,27349339969.0,-2149500566.0,-2687949203.0,57952692834.0,21850664432.0,36102028402.0,,,
059100,아이컴포넌트,KOSDAQ,2024,CFS,37099175885.0,2596972420.0,3293747618.0,58107241562.0,18821748687.0,39285492875.0,,,
059100,아이컴포넌트,KOSDAQ,2025,CFS,34649217419.0,6040285030.0,6006632805.0,59516000796.0,15177414254.0,44338586542.0,,,
